T,K,Type,Market,Spread,Model,Err,IV_Mkt,IV_Model
0.118,6875.0,PUT,132.9,0.8,131.46,-1.44,0.1607,0.1592
0.118,6975.0,CALL,113.4,0.6,112.28,-1.12,0.1503,0.1491
0.118,7075.0,CALL,64.55,0.9,67.45,2.9,0.136,0.1394
0.118,7170.0,CALL,34.35,0.7,37.13,2.78,0.1271,0.1312
0.118,7300.0,CALL,12.1,0.4,14.93,2.83,0.1187,0.1256
0.118,7470.0,CALL,3.3,0.2,9.09,5.79,0.1194,0.1449
0.137,5450.0,PUT,10.5,0.4,48.85,38.35,0.3518,0.4902
0.137,6225.0,PUT,36.65,0.5,36.72,0.07,0.2466,0.2467
0.137,6625.0,PUT,83.55,0.7,75.61,-7.94,0.1963,0.1867
0.137,6800.0,PUT,122.85,2.1,117.33,-5.52,0.1734,0.1677
0.137,6970.0,CALL,130.05,0.9,128.31,-1.74,0.1524,0.1507
0.137,7130.0,CALL,56.0,0.8,58.43,2.43,0.1327,0.1356
0.148,5170.0,PUT,8.15,0.3,66.01,57.86,0.3851,0.5968
0.148,5350.0,PUT,10.15,0.3,54.92,44.77,0.3589,0.5158
0.148,5530.0,PUT,12.65,0.3,46.04,33.39,0.3325,0.4428
0.148,5660.0,PUT,14.8,0.2,41.09,26.29,0.313,0.3952
0.148,5765.0,PUT,17.65,0.3,38.11,20.46,0.3002,0.36
0.148,5875.0,PUT,21.2,0.4,36.07,14.87,0.2864,0.3266
0.148,6040.0,PUT,28.4,0.2,35.58,7.18,0.2664,0.2831
0.148,6185.0,PUT,36.85,0.3,38.44,1.59,0.2485,0.2516
0.148,6285.0,PUT,44.35,0.3,42.82,-1.53,0.236,0.2333
0.148,6385.0,PUT,54.35,0.5,49.75,-4.6,0.2246,0.2175
0.148,6480.0,PUT,65.7,0.6,59.29,-6.41,0.2131,0.2043
0.148,6580.0,PUT,79.6,0.6,73.26,-6.34,0.1996,0.1919
0.148,6680.0,PUT,98.35,0.5,92.24,-6.11,0.1873,0.1806
0.148,6780.0,PUT,122.1,0.6,117.42,-4.68,0.1748,0.1701
0.148,6880.0,PUT,151.5,0.6,150.17,-1.33,0.1613,0.1601
0.148,6980.0,CALL,128.05,0.7,130.4,2.35,0.148,0.1503
0.148,7075.0,CALL,80.8,0.6,85.37,4.57,0.1365,0.1412
0.148,7175.0,CALL,45.0,0.6,49.57,4.57,0.1268,0.1324
0.148,7275.0,CALL,23.25,0.3,26.39,3.14,0.1208,0.1259
0.148,7375.0,CALL,11.15,0.3,14.8,3.65,0.117,0.1255
0.148,7475.0,CALL,5.25,0.3,11.2,5.95,0.1156,0.1353
0.148,7620.0,CALL,2.02,0.25,12.17,10.14,0.1186,0.1634
0.194,5225.0,PUT,13.6,0.4,65.56,51.96,0.357,0.5073
0.194,5720.0,PUT,24.4,0.6,45.46,21.06,0.2929,0.3421
0.194,5880.0,PUT,31.0,0.4,44.0,13.0,0.2749,0.3018
0.194,6050.0,PUT,40.8,0.4,46.14,5.34,0.2567,0.2662
0.194,6220.0,PUT,53.3,0.4,53.27,-0.03,0.2373,0.2372
0.194,6380.0,PUT,69.8,0.8,66.11,-3.69,0.2196,0.215
0.194,6480.0,PUT,81.95,0.9,78.05,-3.9,0.2073,0.2029
0.194,6580.0,PUT,97.7,1.0,93.78,-3.92,0.1959,0.1919
0.194,6680.0,PUT,116.2,1.0,114.04,-2.16,0.1836,0.1816
0.194,6780.0,PUT,141.1,0.6,139.74,-1.36,0.173,0.1718
0.194,6880.0,PUT,169.8,1.2,171.9,2.1,0.1605,0.1622
0.194,6980.0,CALL,159.4,1.0,161.74,2.34,0.1509,0.1529
0.194,7075.0,CALL,109.65,1.1,113.42,3.77,0.1409,0.1441
0.194,7180.0,CALL,67.5,0.6,70.71,3.21,0.1318,0.135
0.194,7350.0,CALL,25.3,0.4,28.21,2.91,0.1203,0.1246
0.194,7550.0,CALL,7.1,0.4,14.23,7.13,0.116,0.1348
0.23,5350.0,PUT,20.1,0.4,61.76,41.66,0.3304,0.4309
0.23,5580.0,PUT,26.1,0.4,53.27,27.17,0.3028,0.3618
0.23,5825.0,PUT,36.1,0.4,50.21,14.11,0.2759,0.302
0.23,6025.0,PUT,47.65,0.5,53.52,5.87,0.2543,0.2635
0.23,6200.0,PUT,61.75,0.5,62.08,0.33,0.236,0.2364
0.23,6375.0,PUT,80.7,0.6,77.64,-3.06,0.2175,0.2141
0.23,6485.0,PUT,95.95,0.7,92.0,-3.95,0.2059,0.2019
0.23,6590.0,PUT,113.55,0.7,109.8,-3.75,0.1945,0.1911
0.23,6695.0,PUT,135.45,1.1,132.34,-3.11,0.1835,0.1809
0.23,6800.0,PUT,162.15,0.9,160.52,-1.63,0.1724,0.1711
0.23,6910.0,CALL,226.15,1.1,226.57,0.42,0.1608,0.1611
0.23,7020.0,CALL,161.0,0.8,162.83,1.83,0.1498,0.1512
0.23,7145.0,CALL,100.05,0.9,102.87,2.82,0.138,0.1403
0.23,7275.0,CALL,54.8,0.6,57.06,2.26,0.1279,0.1302
0.23,7390.0,CALL,30.15,0.5,31.93,1.78,0.1223,0.1246
0.23,7525.0,CALL,14.0,0.6,18.77,4.77,0.1183,0.1272
0.23,7750.0,CALL,3.9,0.4,17.34,13.44,0.1177,0.1571
0.271,5450.0,PUT,28.2,0.4,61.88,33.68,0.3094,0.377
0.271,5840.0,PUT,44.95,0.5,57.63,12.68,0.2681,0.2881
0.271,6010.0,PUT,56.8,0.8,62.19,5.39,0.2519,0.2593
0.271,6170.0,PUT,70.95,0.5,71.16,0.21,0.2365,0.2367
0.271,6330.0,PUT,88.45,0.9,85.78,-2.67,0.2203,0.2176
0.271,6500.0,PUT,114.25,0.7,109.09,-5.16,0.2044,0.1998
0.271,6620.0,PUT,136.0,0.8,131.54,-4.46,0.192,0.1884
0.271,6725.0,PUT,158.95,1.1,156.13,-2.82,0.181,0.1789
0.271,6830.0,PUT,187.15,0.7,186.13,-1.02,0.1703,0.1696
0.271,6940.0,CALL,234.5,0.8,232.56,-1.94,0.1614,0.16
0.271,7045.0,CALL,171.75,1.3,172.68,0.93,0.1504,0.151
0.271,7180.0,CALL,107.25,1.1,108.59,1.34,0.1388,0.1398
0.271,7350.0,CALL,52.6,0.6,52.44,-0.16,0.1281,0.128
0.271,7675.0,CALL,10.1,0.4,19.04,8.94,0.1186,0.1368
0.309,5500.0,PUT,35.15,0.5,65.03,29.88,0.2969,0.349
0.309,6050.0,PUT,69.25,0.7,72.83,3.58,0.2448,0.249
0.309,6525.0,PUT,130.1,0.8,126.45,-3.65,0.2001,0.1972
0.309,6720.0,PUT,171.9,0.8,168.94,-2.96,0.1821,0.18
0.309,6880.0,PUT,216.75,0.9,216.57,-0.18,0.1666,0.1664
0.309,7050.0,CALL,189.75,0.9,190.68,0.93,0.1518,0.1524
0.309,7425.0,CALL,48.1,0.6,47.86,-0.24,0.1268,0.1266
0.364,5325.0,PUT,36.4,0.4,76.22,39.82,0.3072,0.3727
0.364,5800.0,PUT,62.1,0.4,73.51,11.41,0.2645,0.2787
0.364,6110.0,PUT,88.6,0.6,89.66,1.06,0.2364,0.2375
0.364,6275.0,PUT,109.1,0.6,105.97,-3.13,0.2227,0.22
0.364,6440.0,PUT,133.5,0.8,128.99,-4.51,0.2079,0.2045
0.364,6610.0,PUT,165.95,0.9,161.21,-4.74,0.1931,0.1898
0.364,6775.0,PUT,205.05,0.7,202.56,-2.49,0.178,0.1764
0.364,6930.0,CALL,290.65,0.7,289.95,-0.7,0.1646,0.1641
0.364,7100.0,CALL,191.5,0.8,192.32,0.82,0.1504,0.1509
0.364,7270.0,CALL,115.05,0.9,114.65,-0.4,0.1388,0.1385
0.364,7500.0,CALL,50.15,0.5,48.7,-1.45,0.128,0.1266
0.364,8200.0,CALL,2.7,0.2,33.44,30.74,0.1227,0.1952
0.397,5600.0,PUT,54.1,0.6,75.88,21.78,0.2781,0.3068
0.397,6030.0,PUT,87.85,0.7,90.92,3.07,0.2416,0.2446
0.397,6210.0,PUT,109.5,0.6,106.99,-2.51,0.2274,0.2253
0.397,6375.0,PUT,132.05,0.7,128.16,-3.89,0.2128,0.2098
0.397,6510.0,PUT,155.75,0.7,150.89,-4.86,0.2016,0.1982
0.397,6625.0,PUT,179.55,0.9,174.74,-4.81,0.192,0.1888
0.397,6730.0,PUT,204.1,1.4,200.62,-3.48,0.1827,0.1805
0.397,6835.0,PUT,234.25,0.9,230.97,-3.28,0.1744,0.1724
0.397,6940.0,CALL,300.85,1.3,300.79,-0.06,0.1644,0.1644
0.397,7045.0,CALL,237.2,1.0,238.55,1.35,0.1557,0.1565
0.397,7190.0,CALL,162.75,0.9,163.73,0.98,0.1453,0.1459
0.397,7525.0,CALL,52.75,0.7,52.84,0.09,0.1273,0.1274
0.444,5250.0,PUT,43.05,0.5,87.18,44.13,0.3039,0.3675
0.444,5725.0,PUT,70.4,0.6,84.85,14.45,0.264,0.2801
0.444,6150.0,PUT,112.1,0.8,111.57,-0.53,0.2299,0.2295
0.444,6330.0,PUT,138.05,0.9,133.73,-4.32,0.2161,0.2129
0.444,6510.0,PUT,168.55,1.1,164.06,-4.49,0.201,0.1981
0.444,6675.0,PUT,204.7,1.2,200.42,-4.28,0.1879,0.1854
0.444,6840.0,PUT,248.9,1.6,246.6,-2.3,0.1744,0.1731
0.444,7025.0,CALL,273.35,1.1,273.02,-0.33,0.1599,0.1597
0.444,7190.0,CALL,185.65,1.3,185.19,-0.46,0.1484,0.1482
0.444,7360.0,CALL,114.3,1.2,113.7,-0.6,0.1377,0.1373
0.444,7850.0,CALL,20.1,0.8,30.86,10.76,0.1222,0.1362
0.539,5400.0,PUT,63.5,0.6,94.99,31.49,0.2837,0.3195
0.539,5900.0,PUT,105.15,0.7,109.45,4.3,0.247,0.2506
0.539,6375.0,PUT,172.15,0.9,164.03,-8.12,0.2131,0.208
0.539,6875.0,PUT,289.4,1.4,284.43,-4.97,0.1754,0.1729
0.539,7375.0,CALL,147.9,1.2,145.9,-2.0,0.1426,0.1415
0.539,7875.0,CALL,32.75,0.7,40.45,7.7,0.1257,0.1334
0.616,5425.0,PUT,75.65,0.7,104.33,28.68,0.2772,0.306
0.616,5925.0,PUT,123.25,0.7,124.76,1.51,0.2433,0.2444
0.616,6400.0,PUT,195.9,0.6,185.95,-9.95,0.2113,0.2056
0.616,6900.0,CALL,435.6,0.8,430.09,-5.51,0.1755,0.1729
0.616,7400.0,CALL,167.5,0.8,165.77,-1.73,0.1448,0.1439
0.616,7900.0,CALL,43.1,0.6,49.54,6.44,0.128,0.1334
0.649,5550.0,PUT,90.6,0.6,110.28,19.68,0.2673,0.2851
0.649,6050.0,PUT,145.95,0.7,142.46,-3.49,0.2343,0.232
0.649,6345.0,PUT,194.15,0.7,183.39,-10.76,0.2154,0.2092
0.649,6445.0,PUT,213.65,1.1,201.72,-11.93,0.2088,0.2023
0.649,6545.0,PUT,235.1,1.0,222.59,-12.51,0.2022,0.1957
0.649,6645.0,PUT,257.2,2.8,246.2,-11.0,0.1947,0.1893
0.649,6745.0,PUT,267.0,0.8,272.79,5.79,0.1802,0.183
0.649,6850.0,PUT,314.2,0.8,304.2,-10.0,0.1813,0.1766
0.649,6970.0,CALL,405.75,1.5,400.36,-5.39,0.1719,0.1694
0.649,7070.0,CALL,344.8,1.2,340.95,-3.85,0.1653,0.1636
0.649,7170.0,CALL,313.75,1.3,285.91,-27.84,0.1705,0.1578
0.649,7270.0,CALL,237.55,1.1,235.68,-1.87,0.1531,0.1522
0.649,7450.0,CALL,161.15,0.9,158.9,-2.25,0.1441,0.143
0.693,5275.0,PUT,75.45,0.7,113.65,38.2,0.2839,0.3215
0.693,5775.0,PUT,120.5,0.8,126.32,5.82,0.2516,0.256
0.693,6250.0,PUT,187.7,1.2,176.9,-10.8,0.2217,0.2155
0.693,6750.0,PUT,296.65,1.3,284.51,-12.14,0.1889,0.1833
0.693,7250.0,CALL,266.9,1.2,263.26,-3.64,0.1566,0.155
0.693,7750.0,CALL,86.0,1.4,86.37,0.37,0.1343,0.1345
0.789,5300.0,PUT,89.7,1.0,124.06,34.36,0.2784,0.3085
0.789,5800.0,PUT,140.0,1.0,142.41,2.41,0.2481,0.2497
0.789,6275.0,PUT,213.75,1.1,199.24,-14.51,0.2204,0.2127
0.789,6775.0,PUT,328.2,1.2,313.17,-15.03,0.1895,0.183
0.789,7275.0,CALL,296.45,1.9,289.2,-7.25,0.1601,0.157
0.789,7775.0,CALL,106.65,1.5,106.43,-0.22,0.1378,0.1377
0.865,5325.0,PUT,100.5,0.8,132.63,32.13,0.2736,0.2994
0.865,5825.0,PUT,154.85,0.9,155.55,0.7,0.2447,0.2451
0.865,6300.0,PUT,233.15,0.9,217.33,-15.82,0.2185,0.2107
0.865,6800.0,PUT,353.3,1.0,336.34,-16.96,0.1897,0.1827
0.865,7300.0,CALL,311.7,1.0,307.59,-4.11,0.1601,0.1584
0.865,7800.0,CALL,120.55,0.7,122.18,1.63,0.1393,0.1401
0.901,5450.0,PUT,116.15,0.7,138.99,22.84,0.2649,0.2817
0.901,5900.0,PUT,169.75,0.9,167.72,-2.03,0.2393,0.2381
0.901,6095.0,PUT,194.55,0.9,191.0,-3.55,0.2256,0.2237
0.901,6235.0,PUT,226.25,0.9,212.26,-13.99,0.2215,0.2145
0.901,6435.0,PUT,267.05,0.9,249.85,-17.2,0.2104,0.2026
0.901,6590.0,PUT,303.1,1.0,285.35,-17.75,0.2017,0.1941
0.901,6705.0,PUT,332.65,1.1,315.61,-17.04,0.1951,0.188
0.901,6845.0,PUT,373.15,1.1,357.35,-15.8,0.1873,0.181
0.901,6950.0,CALL,528.7,4.4,516.6,-12.1,0.1806,0.1758
0.901,7090.0,CALL,439.4,1.2,433.33,-6.07,0.1715,0.1691
0.901,7200.0,CALL,377.75,1.5,372.72,-5.03,0.166,0.164
0.901,7315.0,CALL,317.75,1.1,314.29,-3.46,0.1603,0.1589
0.901,7475.0,CALL,241.25,1.3,242.16,0.91,0.1518,0.1522
0.901,7680.0,CALL,164.8,1.0,166.9,2.1,0.1438,0.1447
0.901,7910.0,CALL,102.3,1.0,107.41,5.11,0.1368,0.1395
0.901,8090.0,CALL,68.6,0.8,79.3,10.7,0.1329,0.1395
0.942,5175.0,PUT,95.25,1.1,140.58,45.33,0.2786,0.3153
0.942,5675.0,PUT,144.85,1.1,154.61,9.76,0.2502,0.2564
0.942,6175.0,PUT,220.7,1.4,209.32,-11.38,0.2237,0.218
0.942,6675.0,PUT,330.3,1.6,315.07,-15.23,0.1962,0.1899
0.942,7150.0,CALL,423.6,1.2,416.11,-7.49,0.1702,0.1674
0.942,7650.0,CALL,188.6,1.2,190.51,1.91,0.1465,0.1473
0.942,8600.0,CALL,25.0,0.8,65.63,40.63,0.1291,0.1643
1.038,5875.0,PUT,186.1,2.0,184.37,-1.73,0.2384,0.2375
1.038,6600.0,PUT,329.1,2.0,312.28,-16.82,0.2011,0.1944
1.038,7250.0,CALL,404.65,2.5,400.22,-4.43,0.1671,0.1655
1.038,7950.0,CALL,126.25,2.1,134.94,8.69,0.1394,0.1434
1.114,5525.0,PUT,150.15,0.9,166.72,16.57,0.2553,0.2654
1.114,6050.0,PUT,227.0,1.2,216.77,-10.23,0.2292,0.2243
1.114,6550.0,PUT,332.75,1.3,313.02,-19.73,0.2049,0.1971
1.114,7050.0,CALL,547.8,1.4,537.99,-9.81,0.1786,0.1752
1.114,7550.0,CALL,283.9,1.6,287.45,3.55,0.1552,0.1565
1.114,8600.0,CALL,41.1,0.8,78.02,36.92,0.1308,0.1562
