T,K,Market,Ana_Price,Ana_Err,MC_Price,MC_Err,IV_Mkt
0.079,6810.0,199.42,197.78,-1.65,197.37,-2.05,0.1712
0.079,6910.0,129.77,129.9,0.13,130.03,0.26,0.1549
0.079,7005.0,74.75,76.77,2.02,76.89,2.14,0.139
0.079,7140.0,24.6,26.56,1.96,25.06,0.46,0.1205
0.079,7400.0,1.55,2.7,1.15,1.66,0.11,0.1123
0.088,6450.0,508.54,505.24,-3.3,504.22,-4.33,0.2199
0.088,6950.0,107.95,112.64,4.69,113.07,5.12,0.1437
0.09,6400.0,556.72,552.95,-3.77,551.8,-4.92,0.2275
0.099,5650.0,1285.51,1288.29,2.79,1287.94,2.44,0.3414
0.099,6250.0,702.65,698.19,-4.46,697.22,-5.43,0.2493
0.099,6550.0,428.1,423.36,-4.74,422.27,-5.83,0.208
0.099,6710.0,292.73,289.78,-2.95,289.38,-3.36,0.1848
0.099,6875.0,168.59,168.43,-0.15,169.06,0.48,0.1599
0.099,7040.0,71.45,73.73,2.28,74.27,2.82,0.1343
0.099,7200.0,20.65,21.89,1.24,19.51,-1.14,0.1175
0.107,6300.0,658.49,655.2,-3.29,654.13,-4.36,0.2366
0.107,6850.0,190.82,191.97,1.15,192.64,1.83,0.1617
0.118,5200.0,1735.04,1745.9,10.86,1745.8,10.76,0.4011
0.118,5625.0,1315.79,1318.13,2.34,1317.59,1.8,0.3332
0.118,5790.0,1154.06,1153.9,-0.16,1153.19,-0.87,0.3079
0.118,5960.0,988.7,986.49,-2.21,985.6,-3.1,0.2831
0.118,6125.0,830.87,826.57,-4.3,825.55,-5.32,0.2623
0.118,6275.0,688.88,684.44,-4.44,683.36,-5.52,0.2408
0.118,6375.0,596.62,592.02,-4.59,590.82,-5.79,0.2278
0.118,6475.0,506.6,502.03,-4.57,501.12,-5.48,0.2151
0.118,6570.0,424.82,419.44,-5.38,418.68,-6.14,0.2045
0.118,6670.0,340.65,336.33,-4.32,336.17,-4.48,0.1906
0.118,6770.0,261.54,258.2,-3.34,258.58,-2.96,0.1768
0.118,6865.0,192.1,190.0,-2.1,191.13,-0.98,0.1632
0.118,6965.0,125.7,126.45,0.75,127.94,2.24,0.1468
0.118,7065.0,74.15,74.67,0.52,75.55,1.4,0.134
0.118,7160.0,39.05,39.55,0.5,38.49,-0.56,0.1232
0.118,7280.0,15.55,15.81,0.26,12.64,-2.91,0.1163
0.118,7450.0,3.7,5.01,1.31,3.05,-0.65,0.1136
0.137,5300.0,1641.12,1648.84,7.72,1648.45,7.33,0.373
0.137,6175.0,792.5,787.99,-4.51,786.79,-5.71,0.2509
0.137,6600.0,411.51,407.2,-4.3,406.96,-4.54,0.1979
0.137,6780.0,267.42,264.71,-2.7,265.78,-1.64,0.1742
0.137,6950.0,148.0,148.76,0.76,150.94,2.94,0.1492
0.137,7120.0,62.9,62.85,-0.05,63.4,0.5,0.1291
0.137,7600.0,1.95,4.08,2.13,2.97,1.02,0.1161
0.148,5360.0,1584.68,1591.01,6.33,1590.56,5.87,0.3562
0.148,5535.0,1412.84,1416.0,3.16,1415.38,2.54,0.3304
0.148,5665.0,1285.8,1286.92,1.12,1286.09,0.29,0.3123
0.148,5770.0,1183.77,1183.34,-0.43,1182.48,-1.3,0.2985
0.148,5880.0,1077.38,1075.79,-1.59,1074.76,-2.62,0.2839
0.148,6040.0,924.25,921.28,-2.97,920.09,-4.16,0.2637
0.148,6185.0,787.89,783.94,-3.96,782.75,-5.15,0.2464
0.148,6285.0,695.34,691.2,-4.14,690.16,-5.18,0.2342
0.148,6380.0,609.16,604.94,-4.22,604.02,-5.14,0.2229
0.148,6480.0,520.61,516.55,-4.06,516.02,-4.59,0.2109
0.148,6580.0,434.46,431.13,-3.33,431.05,-3.4,0.1984
0.148,6675.0,356.02,353.45,-2.57,354.04,-1.98,0.1864
0.148,6775.0,277.87,276.13,-1.74,277.52,-0.35,0.1736
0.148,6875.0,205.27,204.8,-0.47,206.94,1.67,0.1601
0.148,6970.0,140.9,144.13,3.23,146.67,5.77,0.1447
0.148,7070.0,87.8,90.6,2.8,92.39,4.59,0.1326
0.148,7165.0,50.95,52.37,1.42,52.16,1.21,0.1236
0.148,7265.0,26.1,27.07,0.97,24.15,-1.95,0.1168
0.148,7365.0,12.35,13.89,1.54,10.28,-2.07,0.1126
0.148,7460.0,6.05,7.95,1.9,5.06,-0.99,0.1117
0.148,7580.0,2.55,4.94,2.39,3.32,0.77,0.1131
0.194,5250.0,1705.5,1712.78,7.28,1712.11,6.61,0.3524
0.194,5720.0,1248.72,1248.55,-0.17,1247.4,-1.31,0.2925
0.194,5880.0,1095.51,1093.97,-1.55,1092.75,-2.76,0.2733
0.194,6050.0,935.58,932.58,-3.0,931.44,-4.14,0.2548
0.194,6210.0,787.53,784.19,-3.34,783.35,-4.17,0.2368
0.194,6375.0,639.21,635.86,-3.35,635.65,-3.56,0.2186
0.194,6480.0,546.86,544.66,-2.21,544.99,-1.87,0.206
0.194,6575.0,467.19,464.73,-2.46,465.81,-1.39,0.196
0.194,6675.0,385.16,383.94,-1.22,385.82,0.66,0.1839
0.194,6775.0,308.73,307.23,-1.5,310.1,1.37,0.173
0.194,6870.0,239.76,239.22,-0.54,242.82,3.06,0.1614
0.194,6970.0,173.5,174.15,0.65,178.19,4.69,0.1489
0.194,7070.0,117.85,117.96,0.11,121.39,3.54,0.138
0.194,7170.0,74.85,73.38,-1.47,74.75,-0.1,0.1293
0.194,7330.0,30.25,30.05,-0.2,26.68,-3.57,0.1182
0.194,7500.0,10.25,12.15,1.9,8.22,-2.03,0.1133
0.23,5300.0,1666.58,1672.34,5.76,1671.41,4.83,0.335
0.23,5570.0,1405.21,1406.75,1.54,1405.59,0.38,0.3027
0.23,5820.0,1166.38,1165.32,-1.06,1164.16,-2.22,0.2746
0.23,6010.0,988.28,985.81,-2.47,984.86,-3.42,0.2546
0.23,6180.0,832.07,829.08,-2.99,828.58,-3.49,0.2367
0.23,6360.0,671.59,668.35,-3.24,668.71,-2.88,0.2182
0.23,6470.0,576.57,573.49,-3.08,574.58,-1.99,0.2066
0.23,6575.0,488.66,485.89,-2.77,487.89,-0.77,0.1954
0.23,6680.0,404.2,401.81,-2.38,404.79,0.6,0.1841
0.23,6780.0,327.94,325.75,-2.2,329.73,1.79,0.1732
0.23,6890.0,250.42,247.81,-2.62,252.65,2.23,0.1616
0.23,7000.0,179.25,177.68,-1.57,182.8,3.55,0.1488
0.23,7105.0,122.85,120.47,-2.38,124.62,1.77,0.1385
0.23,7240.0,68.6,65.24,-3.36,65.86,-2.74,0.1279
0.23,7365.0,36.25,34.38,-1.87,31.02,-5.23,0.1207
0.23,7475.0,19.55,19.86,0.31,15.21,-4.34,0.1168
0.23,7660.0,6.65,9.64,2.99,6.29,-0.36,0.1146
0.271,5375.0,1605.16,1609.73,4.58,1608.57,3.42,0.316
0.271,5810.0,1191.03,1190.31,-0.72,1189.27,-1.76,0.2703
0.271,5975.0,1037.97,1035.68,-2.29,1034.97,-2.99,0.2545
0.271,6140.0,886.91,884.41,-2.5,884.29,-2.61,0.2376
0.271,6300.0,745.29,741.72,-3.57,742.5,-2.8,0.2228
0.271,6470.0,599.13,595.59,-3.54,597.69,-1.44,0.2059
0.271,6590.0,500.17,496.74,-3.43,499.99,-0.19,0.1938
0.271,6700.0,412.72,410.05,-2.67,414.43,1.71,0.1822
0.271,6800.0,338.21,335.27,-2.94,340.65,2.44,0.1722
0.271,6905.0,265.95,261.92,-4.03,268.09,2.13,0.1622
0.271,7015.0,195.55,192.35,-3.2,198.68,3.13,0.1504
0.271,7130.0,134.95,130.03,-4.92,135.21,0.26,0.1405
0.271,7290.0,71.75,66.53,-5.22,67.11,-4.64,0.1289
0.271,7500.0,26.5,25.35,-1.15,20.48,-6.02,0.1197
0.271,8200.0,1.02,8.54,7.51,7.82,6.8,0.1254
0.309,5850.0,1168.07,1167.26,-0.81,1166.58,-1.48,0.2627
0.309,6350.0,719.97,717.04,-2.92,719.0,-0.96,0.2159
0.309,6660.0,465.57,462.19,-3.38,467.23,1.66,0.1868
0.309,6820.0,346.48,342.57,-3.91,349.21,2.73,0.1716
0.309,6980.0,237.8,235.06,-2.74,242.56,4.76,0.1553
0.309,7225.0,112.3,106.38,-5.92,110.73,-1.57,0.1359
0.309,8000.0,3.5,9.51,6.01,7.22,3.72,0.1189
0.364,5625.0,1396.14,1398.2,2.05,1397.41,1.27,0.2782
0.364,6050.0,1008.22,1005.82,-2.4,1006.69,-1.53,0.2417
0.364,6210.0,866.44,863.92,-2.52,865.89,-0.54,0.227
0.364,6375.0,726.17,722.05,-4.13,725.47,-0.7,0.2135
0.364,6540.0,589.36,585.81,-3.54,590.96,1.6,0.1981
0.364,6700.0,465.32,460.59,-4.73,467.52,2.19,0.1844
0.364,6870.0,342.62,337.38,-5.24,345.9,3.28,0.1692
0.364,7030.0,238.05,234.06,-3.99,243.06,5.01,0.1541
0.364,7190.0,154.35,147.87,-6.48,155.13,0.78,0.1423
0.364,7360.0,88.1,81.3,-6.8,83.34,-4.76,0.1318
0.364,7775.0,16.0,18.86,2.86,13.38,-2.62,0.1189
0.397,5375.0,1640.75,1646.44,5.69,1645.41,4.66,0.2974
0.397,5875.0,1177.45,1177.45,-0.0,1177.85,0.4,0.254
0.397,6130.0,950.32,948.36,-1.95,950.35,0.03,0.2328
0.397,6300.0,803.66,800.89,-2.78,804.32,0.66,0.2185
0.397,6460.0,670.31,666.94,-3.37,672.01,1.7,0.205
0.397,6575.0,578.07,574.23,-3.84,580.58,2.51,0.1953
0.397,6680.0,496.93,492.71,-4.21,500.25,3.32,0.1863
0.397,6790.0,415.71,411.16,-4.55,419.85,4.14,0.1769
0.397,6890.0,346.5,341.12,-5.38,350.62,4.12,0.1686
0.397,6990.0,277.55,275.81,-1.74,285.72,8.17,0.1578
0.397,7100.0,214.2,210.69,-3.51,220.24,6.04,0.1496
0.397,7270.0,133.25,127.62,-5.63,134.1,0.85,0.1382
0.397,7750.0,22.4,24.53,2.13,18.55,-3.85,0.1199
0.444,5475.0,1560.34,1565.33,4.99,1564.76,4.42,0.2841
0.444,5950.0,1127.24,1127.22,-0.03,1128.72,1.48,0.2454
0.444,6225.0,887.59,885.54,-2.05,889.23,1.64,0.2236
0.444,6420.0,724.76,721.59,-3.17,727.29,2.53,0.2081
0.444,6575.0,600.44,596.96,-3.48,604.43,3.98,0.1954
0.444,6740.0,475.34,471.33,-4.01,480.65,5.32,0.1819
0.444,6910.0,356.26,351.73,-4.53,362.51,6.25,0.1681
0.444,7090.0,244.6,239.76,-4.84,250.67,6.07,0.1537
0.444,7260.0,159.2,152.88,-6.32,161.33,2.13,0.1421
0.444,7550.0,64.0,59.65,-4.35,57.94,-6.06,0.1278
0.444,8300.0,3.8,13.79,9.99,11.08,7.28,0.1205
0.539,5600.0,1474.68,1479.21,4.54,1479.99,5.31,0.2683
0.539,6100.0,1034.12,1032.6,-1.52,1036.93,2.81,0.2321
0.539,6575.0,647.33,642.12,-5.2,651.73,4.4,0.1975
0.539,7075.0,300.35,295.64,-4.71,309.01,8.66,0.1596
0.539,7575.0,87.9,82.31,-5.59,83.73,-4.17,0.1324
0.539,8400.0,5.95,17.36,11.41,13.68,7.73,0.1223
0.616,5625.0,1475.86,1481.26,5.39,1483.05,7.19,0.263
0.616,6125.0,1042.7,1041.4,-1.29,1047.32,4.63,0.2293
0.616,6600.0,663.58,657.94,-5.64,669.4,5.82,0.197
0.616,7100.0,321.65,317.59,-4.06,332.65,11.0,0.1611
0.616,7600.0,104.5,100.09,-4.41,103.91,-0.59,0.1347
0.616,8500.0,7.05,20.2,13.15,15.96,8.91,0.1228
0.649,5725.0,1397.87,1402.08,4.21,1404.95,7.08,0.2553
0.649,6225.0,973.15,970.51,-2.64,978.09,4.95,0.2227
0.649,6380.0,848.25,844.09,-4.17,853.49,5.23,0.2124
0.649,6480.0,769.55,764.88,-4.67,775.5,5.95,0.2056
0.649,6580.0,693.25,687.78,-5.47,699.62,6.37,0.1989
0.649,6675.0,622.73,616.71,-6.01,629.68,6.95,0.1925
0.649,6775.0,550.77,544.51,-6.26,558.55,7.78,0.1856
0.649,6880.0,478.23,471.94,-6.29,486.93,8.7,0.1784
0.649,6985.0,406.0,403.18,-2.82,418.8,12.8,0.1697
0.649,7090.0,341.6,338.82,-2.78,354.61,13.01,0.1627
0.649,7190.0,301.65,282.22,-19.43,297.57,-4.08,0.1639
0.649,7285.0,237.05,233.27,-3.78,247.54,10.49,0.151
0.649,7550.0,129.8,125.88,-3.92,133.02,3.22,0.1379
0.693,5375.0,1722.71,1732.95,10.23,1734.15,11.44,0.277
0.693,5850.0,1303.55,1306.56,3.01,1311.05,7.49,0.246
0.693,6350.0,889.7,886.27,-3.44,896.09,6.38,0.2144
0.693,6850.0,518.21,512.47,-5.74,528.02,9.82,0.1815
0.693,7325.0,237.1,233.11,-3.99,247.91,10.81,0.1512
0.693,7825.0,73.2,72.27,-0.93,70.9,-2.3,0.1312
0.789,5400.0,1726.38,1737.69,11.31,1739.95,13.57,0.2718
0.789,5875.0,1314.61,1317.85,3.24,1323.89,9.28,0.2432
0.789,6375.0,908.82,905.11,-3.71,916.83,8.01,0.2137
0.789,6850.0,561.65,555.41,-6.23,572.62,10.97,0.1846
0.789,7350.0,265.4,262.02,-3.38,278.88,13.48,0.1544
0.789,7850.0,92.0,91.44,-0.56,93.01,1.01,0.1344
0.865,5400.0,1746.65,1760.14,13.48,1763.13,16.48,0.2687
0.865,5900.0,1318.1,1323.13,5.03,1330.43,12.33,0.2401
0.865,6400.0,918.5,916.47,-2.03,929.66,11.16,0.2121
0.865,6875.0,576.5,572.47,-4.03,591.1,14.59,0.1844
0.865,7375.0,282.55,282.38,-0.17,300.71,18.16,0.1555
0.865,7875.0,105.4,106.64,1.24,110.47,5.07,0.1362
0.901,5550.0,1625.46,1637.65,12.19,1642.12,16.66,0.2586
0.901,5930.0,1304.24,1310.41,6.16,1318.48,14.24,0.2375
0.901,6110.0,1157.2,1161.28,4.08,1171.39,14.19,0.2273
0.901,6300.0,1007.42,1008.81,1.39,1021.25,13.83,0.217
0.901,6445.0,895.08,896.38,1.3,910.65,15.57,0.2083
0.901,6600.0,781.51,780.53,-0.98,796.73,15.22,0.2002
0.901,6725.0,692.1,690.81,-1.29,708.46,16.36,0.193
0.901,6850.0,605.89,604.85,-1.04,623.78,17.89,0.1857
0.901,6965.0,527.05,529.52,2.47,549.35,22.3,0.1778
0.901,7095.0,446.85,449.26,2.41,469.66,22.81,0.1707
0.901,7210.0,380.2,383.14,2.94,403.51,23.31,0.1644
0.901,7320.0,321.75,324.7,2.95,344.42,22.67,0.1587
0.901,7475.0,248.0,251.28,3.28,268.85,20.85,0.1511
0.901,7680.0,168.95,172.07,3.12,184.34,15.39,0.1427
0.901,7930.0,100.45,104.37,3.92,107.65,7.2,0.1352
0.901,8090.0,70.5,76.16,5.66,74.09,3.59,0.1318
0.942,5200.0,1942.35,1962.68,20.33,1965.05,22.7,0.2767
0.942,5700.0,1507.97,1520.21,12.24,1526.44,18.47,0.2484
0.942,6175.0,1118.73,1124.12,5.39,1135.56,16.82,0.223
0.942,6675.0,742.21,743.75,1.54,761.41,19.2,0.1957
0.942,7175.0,418.35,420.74,2.39,441.87,23.52,0.1681
0.942,7650.0,193.55,197.29,3.74,211.87,18.32,0.1456
0.942,8600.0,25.7,39.92,14.22,32.28,6.58,0.1282
1.038,5900.0,1371.01,1382.79,11.79,1392.15,21.15,0.2365
1.038,6600.0,831.55,836.82,5.28,854.82,23.27,0.2003
1.038,7250.0,411.8,419.79,7.99,442.34,30.54,0.1661
1.038,8000.0,117.1,125.85,8.75,132.14,15.04,0.1372
1.114,5550.0,1683.4,1702.05,18.66,1708.61,25.21,0.2533
1.114,6075.0,1254.85,1265.68,10.83,1277.94,23.09,0.2274
1.114,6575.0,877.51,884.5,6.99,903.1,25.59,0.2025
1.114,7050.0,556.2,567.08,10.88,590.32,34.12,0.1774
1.114,7550.0,290.35,302.33,11.98,323.66,33.31,0.1545
1.114,8600.0,41.9,58.37,16.47,51.63,9.73,0.1298
