T,K,Spread,Weight,Type,Market,Model,Err,IV_Mkt,IV_Model
0.357,220.0,0.08999999999999986,11.111111111111128,PUT,2.75,2.68,-0.07,0.3421,0.3398
0.357,230.0,0.09999999999999964,10.000000000000036,PUT,3.75,3.71,-0.04,0.3262,0.325
0.357,235.0,0.09999999999999964,10.000000000000036,PUT,4.35,4.34,-0.01,0.3179,0.3175
0.357,240.0,0.09999999999999964,10.000000000000036,PUT,5.1,5.05,-0.05,0.3111,0.3099
0.357,245.0,0.09999999999999964,10.000000000000036,PUT,5.95,5.85,-0.1,0.3041,0.3021
0.357,255.0,0.10000000000000142,9.999999999999858,PUT,8.1,7.78,-0.32,0.2918,0.2857
0.357,260.0,0.10000000000000142,9.999999999999858,PUT,9.4,8.91,-0.49,0.2858,0.2772
0.357,265.0,0.14999999999999858,6.66666666666673,PUT,10.88,10.19,-0.68,0.2799,0.2684
0.357,270.0,0.10000000000000142,9.999999999999858,PUT,12.55,11.62,-0.93,0.2744,0.2596
0.357,285.0,0.14999999999999858,6.66666666666673,CALL,15.28,14.04,-1.23,0.2522,0.2336
0.357,295.0,0.14999999999999858,6.66666666666673,CALL,10.82,9.31,-1.52,0.2437,0.22
0.357,300.0,0.14999999999999858,6.66666666666673,CALL,9.03,7.47,-1.55,0.2408,0.2155
0.357,305.0,0.09999999999999964,10.000000000000036,CALL,7.45,5.99,-1.46,0.2381,0.2129
0.357,310.0,0.09999999999999964,10.000000000000036,CALL,6.1,4.82,-1.28,0.2357,0.2119
0.357,315.0,0.09999999999999964,10.000000000000036,CALL,4.95,3.91,-1.04,0.2335,0.2124
0.357,325.0,0.09999999999999964,10.000000000000036,CALL,3.25,2.63,-0.62,0.2316,0.2161
0.357,330.0,0.04999999999999982,20.00000000000007,CALL,2.6,2.18,-0.43,0.2308,0.2189
0.357,335.0,0.1200000000000001,8.333333333333327,CALL,2.05,1.82,-0.23,0.2293,0.222
0.357,340.0,0.040000000000000036,24.99999999999998,CALL,1.68,1.53,-0.15,0.2307,0.2254
0.357,345.0,0.04999999999999982,20.00000000000007,CALL,1.34,1.29,-0.05,0.2309,0.2289
0.357,360.0,0.030000000000000027,33.33333333333331,CALL,0.69,0.8,0.11,0.2331,0.2396
0.437,195.0,0.040000000000000036,24.99999999999998,PUT,1.61,1.6,-0.01,0.3716,0.3711
0.437,200.0,0.04999999999999982,20.00000000000007,PUT,1.88,1.88,0.01,0.3634,0.3639
0.437,205.0,0.04999999999999982,20.00000000000007,PUT,2.17,2.21,0.04,0.3552,0.3568
0.437,210.0,0.04999999999999982,20.00000000000007,PUT,2.52,2.59,0.07,0.3474,0.3498
0.437,220.0,0.09999999999999964,10.000000000000036,PUT,3.4,3.52,0.12,0.3325,0.336
0.437,225.0,0.09999999999999964,10.000000000000036,PUT,3.95,4.08,0.13,0.3257,0.3292
0.437,230.0,0.09999999999999964,10.000000000000036,PUT,4.55,4.72,0.17,0.3183,0.3224
0.437,235.0,0.09999999999999964,10.000000000000036,PUT,5.25,5.43,0.18,0.3114,0.3155
0.437,245.0,0.09999999999999964,10.000000000000036,PUT,7.0,7.14,0.14,0.299,0.3016
0.437,250.0,0.25,4.0,PUT,8.12,8.14,0.01,0.2942,0.2945
0.437,255.0,0.14999999999999858,6.66666666666673,PUT,9.28,9.25,-0.02,0.2876,0.2873
0.437,260.0,0.14999999999999858,6.66666666666673,PUT,10.62,10.49,-0.14,0.2821,0.2799
0.437,265.0,0.14999999999999858,6.66666666666673,PUT,12.18,11.85,-0.32,0.2772,0.2724
0.437,285.0,0.14999999999999858,6.66666666666673,CALL,17.32,16.67,-0.65,0.2514,0.2425
0.437,290.0,0.14999999999999858,6.66666666666673,CALL,14.93,14.09,-0.83,0.2472,0.2358
0.437,295.0,0.14999999999999858,6.66666666666673,CALL,12.78,11.79,-0.99,0.2437,0.2299
0.437,300.0,0.14999999999999858,6.66666666666673,CALL,10.88,9.79,-1.09,0.2407,0.2251
0.437,305.0,0.14999999999999858,6.66666666666673,CALL,9.18,8.09,-1.08,0.2379,0.2217
0.437,315.0,0.09999999999999964,10.000000000000036,CALL,6.45,5.55,-0.9,0.2339,0.2187
0.437,320.0,0.09999999999999964,10.000000000000036,CALL,5.35,4.63,-0.72,0.2321,0.219
0.437,325.0,0.09999999999999964,10.000000000000036,CALL,4.4,3.88,-0.52,0.2303,0.2201
0.437,330.0,0.09999999999999964,10.000000000000036,CALL,3.65,3.28,-0.37,0.2299,0.2218
0.437,335.0,0.08000000000000007,12.49999999999999,CALL,3.01,2.79,-0.22,0.2294,0.2241
0.437,345.0,0.04999999999999982,20.00000000000007,CALL,2.02,2.05,0.02,0.2288,0.2295
